Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,107.599998,110.290001,107.379997,109.680000,109.680000,1108200
2020-01-03,108.419998,111.529999,108.099998,111.209999,111.209999,1328200
2020-01-06,110.610001,112.360001,109.529999,112.000000,112.000000,1473800
2020-01-07,112.330002,112.510002,111.070000,111.889999,111.889999,759300
2020-01-08,111.949997,114.400002,111.800003,113.669998,113.669998,1390600
2020-01-09,115.010002,115.779999,113.440002,114.480003,114.480003,1095300
2020-01-10,114.849998,115.300003,113.860001,114.320000,114.320000,696600
2020-01-13,116.199997,116.750000,114.839996,116.690002,116.690002,843300
2020-01-14,117.519997,117.669998,116.320000,116.720001,116.720001,796200
2020-01-15,116.959999,117.739998,116.610001,117.050003,117.050003,851000
2020-01-16,117.400002,119.230003,117.089996,119.089996,119.089996,866100
2020-01-17,119.309998,119.500000,116.959999,117.489998,117.489998,1121200
2020-01-21,117.769997,118.309998,117.000000,117.639999,117.639999,858400
2020-01-22,120.000000,120.440002,117.699997,117.790001,117.790001,999200
2020-01-23,117.750000,119.550003,117.239998,119.070000,119.070000,1465600
2020-01-24,119.510002,120.279999,117.360001,117.989998,117.989998,1090200
2020-01-27,114.879997,115.800003,112.059998,114.430000,114.430000,1243900
2020-01-28,115.000000,117.720001,114.949997,117.540001,117.540001,1072100
2020-01-29,118.000000,118.839996,117.089996,117.269997,117.269997,884700
2020-01-30,116.410004,118.389999,116.050003,118.330002,118.330002,802400
2020-01-31,118.510002,118.720001,114.570000,115.360001,115.360001,2848700
2020-02-03,115.849998,117.480003,115.510002,116.489998,116.489998,865600
2020-02-04,119.559998,120.349998,117.220001,120.080002,120.080002,1048400
2020-02-05,121.059998,121.480003,118.830002,119.779999,119.779999,1283700
2020-02-06,119.940002,121.820000,118.779999,121.330002,121.330002,1886800
2020-02-07,118.010002,119.940002,112.629997,117.110001,117.110001,2127100
2020-02-10,116.480003,118.980003,115.000000,118.730003,118.730003,1373400
2020-02-11,119.760002,120.180000,116.400002,117.320000,117.320000,1097600
2020-02-12,117.500000,118.519997,115.779999,117.400002,117.400002,859200
2020-02-13,116.470001,119.239998,116.000000,119.099998,119.099998,826000
2020-02-14,119.339996,119.620003,117.949997,119.190002,119.190002,974300
2020-02-18,118.870003,121.269997,118.750000,119.449997,119.449997,2827700
2020-02-19,120.000000,120.870003,119.099998,119.199997,119.199997,703600
2020-02-20,119.250000,119.940002,116.080002,118.000000,118.000000,1171000
2020-02-21,117.760002,117.809998,113.750000,114.480003,114.480003,896700
2020-02-24,108.550003,110.610001,105.900002,108.699997,108.699997,1703800
2020-02-25,109.000000,109.739998,104.190002,105.050003,105.050003,2790300
2020-02-26,105.540001,108.239998,105.540001,106.260002,106.260002,1775800
2020-02-27,103.360001,106.529999,101.260002,102.639999,102.639999,3553600
2020-02-28,98.879997,104.070000,98.089996,102.059998,102.059998,3566300
2020-03-02,103.620003,110.190002,103.470001,110.099998,110.099998,2890800
2020-03-03,110.089996,110.480003,102.209999,103.529999,103.529999,2281000
2020-03-04,105.000000,107.169998,103.790001,107.050003,107.050003,1490200
2020-03-05,104.660004,107.389999,103.430000,104.000000,104.000000,1302900
2020-03-06,101.010002,102.860001,97.680000,99.500000,99.500000,3417900
2020-03-09,93.269997,97.599998,85.300003,87.139999,87.139999,3880200
2020-03-10,90.459999,93.360001,87.610001,90.720001,90.720001,3447100
2020-03-11,88.970001,91.970001,86.669998,87.949997,87.949997,2547700
2020-03-12,82.199997,85.290001,75.809998,75.809998,75.809998,2832200
2020-03-13,80.510002,84.489998,76.040001,82.639999,82.639999,2803700
2020-03-16,72.540001,81.739998,70.199997,75.699997,75.699997,3199500
2020-03-17,77.089996,79.910004,75.059998,78.019997,78.019997,3619900
2020-03-18,72.830002,82.099998,72.019997,76.519997,76.519997,3456100
2020-03-19,75.830002,91.230003,75.830002,86.160004,86.160004,4690800
2020-03-20,87.680000,93.919998,84.620003,84.910004,84.910004,4041900
2020-03-23,85.559998,90.500000,85.010002,85.900002,85.900002,3578800
2020-03-24,90.510002,100.800003,90.510002,99.779999,99.779999,5226500
2020-03-25,99.480003,102.570000,96.529999,96.940002,96.940002,3020400
2020-03-26,96.970001,101.480003,96.970001,99.440002,99.440002,2713200
2020-03-27,96.529999,99.889999,94.550003,97.279999,97.279999,2888700
2020-03-30,99.330002,101.849998,98.000000,100.949997,100.949997,2095900
2020-03-31,100.110001,104.000000,99.639999,101.169998,101.169998,2964500
2020-04-01,96.940002,102.410004,96.010002,100.470001,100.470001,3089100
2020-04-02,100.040001,102.019997,98.790001,100.919998,100.919998,3458500
2020-04-03,100.809998,102.349998,99.610001,101.440002,101.440002,1974700
2020-04-06,104.290001,108.610001,102.010002,107.879997,107.879997,2707300
2020-04-07,110.910004,111.989998,105.400002,106.690002,106.690002,3859300
2020-04-08,108.120003,110.180000,106.690002,109.180000,109.180000,1211900
2020-04-09,109.790001,109.790001,100.650002,101.930000,101.930000,2473500
2020-04-13,102.000000,105.129997,100.029999,104.639999,104.639999,2157400
2020-04-14,107.400002,109.849998,105.050003,109.349998,109.349998,1703900
2020-04-15,107.540001,110.760002,106.959999,109.849998,109.849998,1739800
2020-04-16,111.269997,111.739998,108.199997,110.250000,110.250000,1459600
2020-04-17,111.510002,113.059998,109.029999,112.959999,112.959999,1587000
2020-04-20,112.949997,114.980003,111.790001,112.349998,112.349998,1529600
2020-04-21,110.290001,110.459999,99.610001,101.180000,101.180000,3585000
2020-04-22,103.800003,105.209999,102.500000,104.309998,104.309998,1279600
2020-04-23,104.250000,104.709999,99.760002,100.589996,100.589996,2372200
2020-04-24,101.000000,103.510002,99.839996,103.269997,103.269997,1295600
2020-04-27,104.800003,106.129997,103.250000,105.639999,105.639999,1131900
2020-04-28,107.519997,107.870003,104.739998,105.440002,105.440002,2313100
2020-04-29,107.000000,109.230003,105.120003,108.519997,108.519997,1108300
2020-04-30,108.000000,109.169998,107.220001,107.739998,107.739998,967700
2020-05-01,105.639999,106.910004,103.760002,104.339996,104.339996,805400
2020-05-04,104.230003,106.599998,104.029999,105.699997,105.699997,975500
2020-05-05,105.699997,110.129997,105.699997,108.559998,108.559998,1164000
2020-05-06,109.889999,112.199997,109.050003,111.459999,111.459999,1758400
2020-05-07,120.930000,136.850006,120.430000,135.119995,135.119995,5359600
2020-05-08,134.229996,137.080002,128.649994,136.839996,136.839996,2568100
2020-05-11,135.440002,142.360001,134.789993,140.460007,140.460007,2616900
2020-05-12,141.910004,143.410004,138.389999,138.389999,138.389999,1910200
2020-05-13,139.309998,139.860001,133.910004,137.160004,137.160004,1524300
2020-05-14,135.100006,138.440002,134.779999,138.059998,138.059998,1455000
2020-05-15,136.789993,144.029999,136.009995,143.429993,143.429993,1430600
2020-05-18,148.850006,148.850006,144.050003,144.669998,144.669998,2511200
2020-05-19,144.000000,147.570007,144.000000,144.820007,144.820007,1075500
2020-05-20,147.619995,149.690002,143.490005,145.619995,145.619995,2170300
2020-05-21,144.830002,146.000000,142.500000,143.380005,143.380005,1234100
2020-05-22,143.369995,144.509995,141.229996,142.639999,142.639999,1711400
2020-05-26,144.360001,145.479996,137.100006,137.529999,137.529999,2020600
2020-05-27,137.250000,138.360001,128.309998,131.149994,131.149994,3360200
2020-05-28,131.460007,137.479996,129.929993,134.669998,134.669998,1781200
2020-05-29,135.779999,139.490005,135.289993,139.199997,139.199997,1692500
2020-06-01,139.809998,146.630005,139.210007,144.750000,144.750000,2063800
2020-06-02,145.320007,145.839996,139.949997,143.940002,143.940002,1386700
2020-06-03,145.000000,145.690002,141.660004,142.889999,142.889999,1008100
2020-06-04,141.910004,143.289993,137.880005,139.580002,139.580002,1087900
2020-06-05,137.960007,141.639999,135.490005,140.479996,140.479996,1524400
2020-06-08,138.080002,139.229996,135.360001,137.509995,137.509995,1488900
2020-06-09,137.500000,137.699997,135.039993,135.919998,135.919998,1280700
2020-06-10,137.350006,139.990005,137.350006,137.639999,137.639999,1138600
2020-06-11,136.389999,137.970001,131.339996,131.729996,131.729996,1240300
2020-06-12,133.860001,135.770004,128.250000,130.339996,130.339996,1151100
2020-06-15,128.399994,137.309998,126.879997,135.910004,135.910004,2042000
2020-06-16,139.309998,140.000000,135.360001,136.729996,136.729996,1260100
2020-06-17,137.770004,138.839996,134.789993,135.479996,135.479996,1194400
2020-06-18,135.220001,136.979996,134.539993,135.639999,135.639999,1195200
2020-06-19,137.210007,138.369995,133.460007,136.710007,136.710007,3516500
2020-06-22,137.660004,144.240005,136.589996,142.869995,142.869995,2416400
2020-06-23,144.289993,144.500000,136.679993,137.070007,137.070007,2010300
2020-06-24,137.720001,140.820007,133.000000,134.330002,134.330002,1937900
2020-06-25,134.649994,136.809998,133.279999,135.830002,135.830002,1126500
2020-06-26,136.000000,136.490005,133.110001,134.550003,134.550003,1360800
2020-06-29,134.009995,134.399994,128.309998,133.470001,133.470001,1490800
2020-06-30,134.119995,137.660004,133.690002,137.270004,137.270004,1221700
2020-07-01,137.270004,139.860001,136.210007,139.220001,139.220001,1239200
2020-07-02,140.320007,140.940002,137.789993,138.440002,138.440002,979600
2020-07-06,139.669998,142.660004,138.660004,139.699997,139.699997,1235600
2020-07-07,136.990005,140.759995,136.070007,137.960007,137.960007,1473300
2020-07-08,139.190002,146.759995,138.500000,146.350006,146.350006,2517000
2020-07-09,148.690002,151.949997,145.419998,149.600006,149.600006,2694600
2020-07-10,150.970001,150.970001,145.410004,145.800003,145.800003,1394200
