Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,372.079987,373.700012,367.160004,372.160004,372.160004,150800
2020-01-03,366.899994,370.790009,364.190002,366.779999,366.779999,138100
2020-01-06,363.450012,372.230011,363.190002,372.029999,372.029999,140300
2020-01-07,374.940002,384.220001,372.980011,380.540009,380.540009,253700
2020-01-08,384.250000,386.920013,380.720001,381.790009,381.790009,269100
2020-01-09,384.600006,390.600006,384.600006,388.730011,388.730011,244900
2020-01-10,391.220001,391.220001,382.309998,383.519989,383.519989,149300
2020-01-13,385.149994,388.429993,383.160004,384.140015,384.140015,180200
2020-01-14,381.850006,387.239990,380.260010,384.160004,384.160004,205800
2020-01-15,383.279999,387.089996,375.320007,376.429993,376.429993,145400
2020-01-16,379.690002,380.609985,377.510010,379.700012,379.700012,134200
2020-01-17,380.130005,381.190002,375.519989,376.890015,376.890015,262100
2020-01-21,375.940002,380.790009,375.519989,378.880005,378.880005,204500
2020-01-22,379.769989,383.029999,377.589996,378.519989,378.519989,101000
2020-01-23,377.109985,379.339996,375.279999,375.339996,375.339996,166600
2020-01-24,376.130005,376.130005,368.269989,369.970001,369.970001,86600
2020-01-27,363.390015,369.299988,362.940002,365.339996,365.339996,168700
2020-01-28,368.089996,370.190002,366.040009,366.989990,366.989990,100200
2020-01-29,369.170013,375.220001,367.959991,368.640015,368.640015,95700
2020-01-30,366.450012,367.980011,362.170013,367.119995,367.119995,104000
2020-01-31,366.369995,366.369995,358.679993,360.920013,360.920013,245900
2020-02-03,363.220001,370.700012,362.839996,364.010010,364.010010,110600
2020-02-04,368.690002,371.040009,362.179993,363.720001,363.720001,183800
2020-02-05,367.299988,372.790009,366.970001,371.190002,371.190002,100100
2020-02-06,373.899994,375.420013,369.959991,374.239990,374.239990,104000
2020-02-07,373.559998,375.309998,369.730011,370.299988,370.299988,91800
2020-02-10,368.019989,370.279999,366.410004,369.670013,369.670013,136900
2020-02-11,371.029999,375.130005,368.339996,371.480011,371.480011,97500
2020-02-12,373.859985,377.570007,372.470001,375.579987,375.579987,205900
2020-02-13,373.100006,381.369995,373.100006,379.339996,379.339996,137300
2020-02-14,380.700012,404.829987,380.700012,403.630005,403.630005,506300
2020-02-18,401.390015,409.000000,393.850006,407.450012,407.450012,265900
2020-02-19,407.470001,410.630005,406.500000,409.010010,409.010010,182900
2020-02-20,406.679993,413.019989,401.779999,409.070007,409.070007,125000
2020-02-21,406.690002,406.690002,397.040009,400.500000,400.500000,154600
2020-02-24,386.149994,390.910004,378.850006,385.329987,385.329987,137100
